player	player_id	position	team_name	player_game_count	avg_depth_of_target	avoided_tackles	caught_percent	contested_catch_rate	contested_receptions	contested_targets	declined_penalties	drop_rate	drops	first_downs	franchise_id	fumbles	grades_hands_drop	grades_hands_fumble	grades_offense	grades_pass_block	grades_pass_route	inline_rate	inline_snaps	interceptions	longest	pass_block_rate	pass_blocks	pass_plays	penalties	receptions	route_rate	routes	slot_rate	slot_snaps	targeted_qb_rating	targets	touchdowns	wide_rate	wide_snaps	yards	yards_after_catch	yards_after_catch_per_reception	yards_per_reception	yprr
Dorian Singer	146243	WR	ARIZONA	12	12.7	5	67.3	50	12	24	0	8.3	6	45	109	1	68.4	54.5	74.7	79.3	75.6	0.2	1	2	73	0.4	2	536	0	66	94.8	508	30.4	163	117.1	98	6	68.7	368	1105	392	5.9	16.7	2.18
Ronnie Bell	84288	WR	MICHIGAN	14	11.5	10	63.9	16.7	3	18	0	7.5	5	38	222	2	72.1	31.1	77		77.4	0.8	3	3	49	0	0	367	0	62	94.6	347	40.9	150	94.5	97	4	58	213	892	316	5.1	14.4	2.57
Quentin Johnston	123085	WR	TCU	14	12.9	19	61.9	34.8	8	23	0	11.8	8	38	305	1	56.4	51	76.2		77	0	0	4	76	0	0	365	0	60	95.9	350	15.6	57	102.9	97	6	84.4	308	1067	532	8.9	17.8	3.05
Nikko Remigio	84150	WR	FRESNO ST	14	6.9	16	77.1	14.3	1	7	0	3.9	3	46	169	2	79.7	63	77.4	61	78.5	1.7	6	1	39	0.3	1	361	2	74	94.5	341	84.2	304	119.8	96	6	12.7	46	852	435	5.9	11.5	2.5
Daewood Davis	61584	WR	W KENTUCKY	12	11.7	11	66.3	37.5	9	24	1	10	7	40	346	0	63.5	75.2	67.9	48.9	68.7	0	0	0	62	0.2	1	492	3	63	95.5	470	5.9	29	119.8	95	7	94.1	463	863	315	5	13.7	1.84
Devontez Walker	145773	WR	KENT STATE	12	15.9	12	61.1	28.6	4	14	0	10.8	7	41	201	1	59.9	50.9	74.9		77	0	0	2	56	0	0	376	2	58	93.4	351	18.1	68	123.2	95	11	81.9	308	921	279	4.8	15.9	2.62
JuanCarlos Santana	78056	WR	TULSA	12	15.2	7	56.4	58.8	10	17	1	13.1	8	34	320	1	52	47	62.6		63.6	0	0	1	59	0	0	495	6	53	94.3	467	3.6	18	107.5	94	7	96.4	477	859	152	2.9	16.2	1.84
Jamari Thrash	97399	WR	GA STATE	12	14.9	16	66	50	6	12	0	6.1	4	45	175	0	77.3	75.1	80.1		81.5	0	0	2	75	0	0	412	6	62	92.7	382	13.3	55	122.8	94	7	86.7	357	1123	419	6.8	18.1	2.94
Xavier Weaver	101130	WR	USF	9	12.3	10	57	45.5	5	11	0	11.7	7	36	327	2	57.5	29.4	77		77.5	0	0	3	63	0	0	251	1	53	95.6	240	19.5	49	89.7	93	6	80.5	202	716	248	4.7	13.5	2.98
Jaylin Lane	121811	WR	MIDDLE TN	11	7.6	16	74.2	44.4	8	18	0	4.2	3	43	224	0	82.9	71.7	76.4		77.7	0.2	1	2	89	0	0	430	1	69	93.7	403	10	43	115	93	5	89.8	386	940	578	8.4	13.6	2.33
Jared Wayne	99691	WR	PITTSBURGH	12	14.7	14	64.5	62.5	15	24	0	7.7	5	44	268	1	70.8	50.8	79.9		82.2	0.5	2	0	66	0	0	396	3	60	95.5	378	13.6	54	121.3	93	5	85.9	340	1062	325	5.4	17.7	2.81
Dalton Kincaid	91791	TE	UTAH	12	8.7	16	75.3	50	9	18	0	2.8	2	49	328	0	88.3	75.4	90.2	60	91.8	35.4	142	4	37	4.2	17	401	4	70	91.8	368	55.1	221	115.4	93	8	9.5	38	890	397	5.7	12.7	2.42
C.J. Johnson	104187	WR	E CAROLINA	13	10	15	72	50	10	20	0	4.3	3	42	156	2	78.4	33.5	74.4	67.8	76.4	0.4	2	1	74	0.2	1	452	2	67	94.2	426	79.2	358	139	93	10	19.2	87	1016	465	6.9	15.2	2.38
Devaughn Vele	100637	WR	UTAH	14	12.2	2	59.1	40.9	9	22	0	5.2	3	39	328	1	73.1	58.7	70.1		69.9	0	0	2	47	0	0	473	0	55	95.3	451	32.3	153	91.5	93	5	67.7	320	695	175	3.2	12.6	1.54
Oronde Gadsden II	144046	WR	SYRACUSE	13	12.2	8	65.6	52.6	10	19	0	6.2	4	51	304	0	76.2	75	82.2	80.2	82.7	1.8	8	4	46	0.7	3	453	3	61	92.7	420	79.2	359	103.6	93	6	18.3	83	966	246	4	15.8	2.3
Antwane Wells Jr.	138470	WR	S CAROLINA	13	8.9	19	75	43.8	7	16	1	2.8	2	36	289	3	87.6	24.4	71.7		74.5	0	0	4	72	0	0	397	5	69	95.7	380	38.5	153	110.8	92	6	61	242	941	555	8	13.6	2.48
Kris Thornton	61795	WR	JAMES MAD	11	14.1	4	65.2	44.4	8	18	0	3.2	2	39	197	0	85.2	76.2	84.8	62.1	86.5	0	0	3	54	0.3	1	363	4	60	96.4	350	80.4	292	114	92	7	19.6	71	1011	367	6.1	16.9	2.89
Odieu Hilaire	120861	WR	BOWL GREEN	13	10.4	16	63.7	63.6	7	11	0	6.5	4	26	122	1	74.9	53.6	68.7		68.8	0.2	1	2	59	0	0	415	1	58	93.5	388	55.2	229	102.1	91	6	44.6	185	744	363	6.3	12.8	1.92
Reynaldo Flores	83794	WR	UTEP	12	13.4	2	53.8	56.5	13	23	0	15.5	9	33	330	0	45.8	64	71.6	67.7	68.7	0.9	4	4	38	0.2	1	426	2	49	94.1	401	15.3	65	56.9	91	1	80	341	538	112	2.3	11	1.34
Brennan Presley	122982	WR	OKLA STATE	13	7.1	19	73.6	60	3	5	0	6.9	5	39	262	1	73.2	74	72.6		72.3	0	0	2	55	0	0	430	0	67	94.9	408	94.7	407	98.7	91	2	5.3	23	811	435	6.5	12.1	1.99
B.J. Casteel	61133	WR	NEVADA	12	13.9	1	52.7	35.7	5	14	0	11.1	6	23	239	0	58.9	74	59.7		61.6	0.7	3	3	75	0	0	416	3	48	95.4	397	60.1	250	73.7	91	4	38.7	161	585	194	4	12.2	1.47
Thayer Thomas	61515	WR	NC STATE	13	10.6	4	62.6	52.9	9	17	0	6.6	4	33	248	0	68.6	67.6	68.7		67.9	0	0	2	75	0	0	428	2	57	92.3	395	96.7	414	89.5	91	4	3.3	14	649	252	4.4	11.4	1.64
Alex Adams	124085	WR	AKRON	11	10.3	7	70	63.6	7	11	0	12.5	9	40	102	0	53.1	74.8	67.2		67.1	0	0	5	80	0	0	485	0	63	95.5	463	97.1	471	110.2	90	9	2.5	12	855	334	5.3	13.6	1.85
Devin Voisin	97427	WR	S ALABAMA	13	11.3	9	71.1	41.7	5	12	0	4.5	3	40	288	1	81.7	52.3	73.9	62.6	74.1	0	0	3	47	0.2	1	454	3	64	95.6	434	21.6	98	106.3	90	5	78.2	355	871	366	5.7	13.6	2.01
Elijah Spencer	145575	WR	CHARLOTTE	12	13.3	16	63.3	59.1	13	22	0	6.6	4	39	136	1	74.5	49	79.3	63.2	81	0	0	6	60	0.4	2	450	1	57	91.8	413	25.1	113	103.4	90	9	74.9	337	928	357	6.3	16.3	2.25
Jalon Calhoun	97272	WR	DUKE	12	9.6	15	68.9	33.3	5	15	0	3.1	2	34	154	1	86.8	66.2	76.5	61	79.7	0.3	1	0	51	0.3	1	367	2	62	94.3	346	58.9	216	114.3	90	4	40.1	147	863	381	6.1	13.9	2.49
Sam LaPorta	101690	TE	IOWA	12	7.1	20	64.4	37.5	6	16	0	9.4	6	32	192	1	64.1	74.9	80.1	63.4	85.3	48.4	156	3	58	3.4	11	322	0	58	93.2	300	30.1	97	75.6	90	1	20.5	66	648	368	6.3	11.2	2.16
Jalin Hyatt	124282	WR	TENNESSEE	12	14.1	8	75.3	60	3	5	0	6.9	5	37	307	0	73.5	75.4	77.4		78.2	0.2	1	0	78	0	0	425	1	67	91.1	387	87.3	371	156.5	89	15	12.2	52	1267	489	7.3	18.9	3.27
Ali Jennings III	145344	WR	DOMINION	9	16.2	5	61.4	52.2	12	23	0	6.9	4	42	263	1	72.7	47.4	81.8		82.2	0	0	1	77	0	0	339	2	54	95.6	324	16.8	57	128	88	9	83.2	282	959	205	3.8	17.8	2.96
Luke McCaffrey	101634	WR	RICE	11	11.4	15	65.9	62.5	15	24	1	7.9	5	36	275	0	70.2	57.7	77		77.4	0	0	6	66	0	0	345	4	58	93	321	70.7	244	85.6	88	6	28.7	99	723	274	4.7	12.5	2.25
Tyler Scott	123578	WR	CINCINNATI	11	12.7	12	62.5	55	11	20	0	11.3	7	34	138	0	58.3	74.6	72.1		73.1	0.3	1	3	76	0	0	372	1	55	97.6	363	3.2	12	116.9	88	9	96.5	359	904	361	6.6	16.4	2.49
Keon Coleman	144949	WR	MICH STATE	12	12.3	9	65.9	62.5	10	16	0	4.9	3	37	223	0	80.2	74.6	76.1		75.7	0	0	3	51	0	0	416	3	58	92.5	385	5.5	23	107.1	88	7	94.5	393	798	244	4.2	13.8	2.07
Jonathan Mingo	97774	WR	OLE MISS	13	14.5	8	58.6	41.2	7	17	0	7.3	4	35	226	1	72.6	54.8	76.9	75.2	78.6	9.1	40	5	72	0.7	3	440	4	51	91.4	402	35	154	87.4	87	5	55.9	246	861	373	7.3	16.9	2.14
Jordan Moore	143865	WR	DUKE	13	10	6	69	33.3	5	15	0	1.6	1	29	154	0	85.5	75.2	71	62.1	71.2	0.2	1	0	52	0.2	1	409	0	60	93.2	381	41.1	168	110.1	87	5	57.9	237	656	289	4.8	10.9	1.72
Jeremiah Hunter	131650	WR	CAL	11	14.4	8	69	53.8	7	13	1	3.2	2	42	130	1	85	52.7	78.2		80.4	2.3	9	3	58	0	0	396	1	60	94.7	375	11.6	46	110.6	87	5	86.1	341	965	259	4.3	16.1	2.57
Malik Heath	124173	WR	OLE MISS	13	13	7	69	42.9	6	14	2	7.7	5	41	226	0	70.2	74.6	76		77.4	0.2	1	2	53	0	0	415	5	60	91.6	380	6.3	26	115.6	87	5	93.5	388	971	359	6	16.2	2.56
Marvin Mims	122937	WR	OKLAHOMA	13	17	7	62.1	54.5	6	11	0	6.9	4	38	261	1	69	72.4	75.5	61	77.1	0.2	1	1	77	0.2	1	419	2	54	94	394	30.1	126	123.8	87	6	68.7	288	1082	440	8.1	20	2.75
Caullin Lacy	121426	WR	S ALABAMA	13	8.7	14	74.4	44.4	4	9	0	4.5	3	37	288	0	81.5	84.9	75		75.9	0	0	2	44	0	0	416	2	64	95.7	398	64.9	270	117.1	86	6	33.7	140	813	466	7.3	12.7	2.04
Jaylin Noel	125155	WR	IOWA STATE	12	6.8	7	69.8	25	1	4	1	10.4	7	31	193	1	60.8	73.2	62.8		63.6	1.7	7	2	54	0	0	404	4	60	95.8	387	81.4	329	89.9	86	3	14.4	58	572	320	5.3	9.5	1.48
Tyrese Chambers	109628	WR	FIU	10	11.8	4	58.8	47.6	10	21	0	10.7	6	31	166	0	59.6	80.3	67.9		68.5	0	0	2	36	0	0	319	1	50	95	303	2.5	8	83.2	85	4	97.2	310	535	146	2.9	10.7	1.77
Jerjuan Newton	97308	WR	TOLEDO	14	15.8	12	61.2	60	9	15	1	1.9	1	35	316	3	88.2	21.6	67.3		68.2	2.1	11	5	43	0	0	525	2	52	95.2	500	25.9	136	103.1	85	9	72	378	801	169	3.3	15.4	1.6
Jayden Reed	78171	WR	MICH STATE	11	11.8	3	65.5	64.7	11	17	0	8.3	5	28	223	0	68	47	70.4		71.2	0	0	1	35	0	0	378	2	55	91.8	347	22.2	84	103.1	84	5	77	291	636	222	4	11.6	1.83
John Paul Richardson	144650	WR	OKLA STATE	13	7.7	5	58.3	40	6	15	0	5.8	3	25	262	0	75.5	75.6	62.1	67.8	61.1	0.5	2	3	83	0.2	1	409	1	49	94.6	387	91.9	376	76.9	84	4	7.6	31	508	304	6.2	10.4	1.31
Konata Mumpfield	145598	WR	PITTSBURGH	12	7.9	11	70.2	52.9	9	17	0	3.3	2	27	268	1	85.2	54.9	73.3		73.8	0	0	2	30	0	0	354	0	59	95.8	339	45.8	162	82.1	84	1	54	191	554	295	5	9.4	1.63
Jake Bobo	77997	WR	UCLA	13	12.7	7	67.9	59.1	13	22	0	6.6	4	44	324	0	74.5	77.1	82.1		82.9	1.4	6	2	40	0	0	422	1	57	96.7	408	40	169	117	84	7	58.1	245	817	270	4.7	14.3	2
Michael Jefferson	87665	WR	LA LAFAYET	12	15.4	11	61.4	42.1	8	19	0	7.3	4	31	207	2	71.2	46.1	78.2	69.4	76.8	0	0	2	63	0.6	2	311	1	51	95.8	298	15.8	49	112	83	7	84.2	262	810	253	5	15.9	2.72
Troy Franklin	146567	WR	OREGON	13	12.3	13	73.5	63.6	7	11	1	3.2	2	41	264	0	86.1	74.8	75		75.6	0	0	1	67	0	0	402	2	61	94.8	381	25.6	103	139.2	83	9	74.4	299	891	267	4.4	14.6	2.34
Carlos Carriere	61413	WR	C MICHIGAN	11	9	6	55.4	33.3	8	24	0	9.8	5	29	134	2	59	25.9	64.1		63.6	0	0	2	39	0	0	353	0	46	92.1	325	5.1	18	72.8	83	2	94.9	335	529	226	4.9	11.5	1.63
Elijah Higgins	98027	WR	STANFORD	12	7.1	17	72	30.8	4	13	0	6.3	4	31	300	2	75.2	29.6	65.4		64.8	2	8	3	51	0	0	405	1	59	95.1	385	79	320	90.7	82	2	18.5	75	704	411	7	11.9	1.83
Brock Bowers	146715	TE	GEORGIA	15	9	15	76.8	76.5	13	17	0	4.5	3	43	173	0	81.2	76.8	90	76.9	90	30.7	133	0	78	4.8	21	433	2	63	91.7	397	59.8	259	142.4	82	7	8.5	37	942	479	7.6	15	2.37
Ladd McConkey	124030	WR	GEORGIA	15	12.6	15	70.7	44.4	4	9	1	9.4	6	42	173	1	64.7	70.8	77.4	60.9	74.5	0.3	1	2	37	0.3	1	366	2	58	96.2	352	24.6	90	118	82	7	75.1	275	762	378	6.5	13.1	2.16
Cam Camper	156414	WR	INDIANA	7	10.9	7	54.9	40.9	9	22	0	8.2	4	27	190	1	68.1	43.2	68.7	69.6	69.4	0	0	2	40	0.9	3	331	2	45	92.7	307	13.6	45	74.2	82	2	86.4	286	560	153	3.4	12.4	1.82
Kaden Prather	144780	WR	W VIRGINIA	11	9.7	7	63.4	50	7	14	0	10.3	6	32	343	1	61.3	46.6	67.2		66.9	0	0	2	25	0	0	322	0	52	93.2	300	3.7	12	82.4	82	3	96.3	310	501	243	4.7	9.6	1.67
Terrell Vaughn	157634	WR	UTAH ST	13	10.5	14	67.9	42.9	6	14	0	3.5	2	25	329	0	79.4	79	68.2	69.2	67.2	0	0	5	75	0.5	2	420	0	55	91	382	94	395	85.2	81	5	5.2	22	615	331	6	11.2	1.61
Tez Johnson	123709	WR	TROY	13	11	16	67.9	36.4	4	11	0	5.2	3	37	318	0	78.3	59.7	89.9		90.5	0.4	1	5	74	0	0	262	0	55	92.7	243	80.9	212	93.4	81	4	17.6	46	856	411	7.5	15.6	3.52
Tetairoa McMillan	158735	WR	ARIZONA	12	16.2	1	48.1	33.3	7	21	1	7.1	3	34	109	0	70.9	72.9	66.5		67.4	0.2	1	2	47	0	0	505	1	39	94.9	479	23.4	118	101	81	8	76.4	386	702	195	5	18	1.47
Bradley Rozner	98743	WR	RICE	13	14.9	8	53.8	46.7	14	30	0	12.2	6	31	275	0	55.3	73.3	69.8		70.2	0	0	4	78	0	0	447	1	43	94.4	422	15.2	68	111	80	10	84.8	379	872	266	6.2	20.3	2.07
Tre Tucker	101106	WR	CINCINNATI	12	8.1	10	66.3	36.4	4	11	0	10.2	6	32	138	1	61.9	54.2	70.3		69.5	0.3	1	0	55	0	0	314	0	53	96.5	303	96.5	303	105.2	80	3	3.2	10	680	333	6.3	12.8	2.24
Ricky White	129639	WR	UNLV	12	8.5	13	63.8	26.7	4	15	1	15	9	24	325	2	47.4	27.4	65.2		63.7	0.2	1	1	72	0	0	428	2	51	96	411	21	90	99.1	80	4	78.7	337	622	323	6.3	12.2	1.51
Jerand Bradley	144761	WR	TEXAS TECH	12	13.2	9	63.8	45.5	5	11	0	8.9	5	33	315	0	65.5	73.9	66.7		67.2	0	0	2	47	0	0	421	2	51	97.4	410	7.8	33	108.5	80	6	92.2	388	744	265	5.2	14.6	1.81
Nate McCollum	122487	WR	GA TECH	11	8.8	6	75.9	42.9	6	14	0	1.6	1	35	176	1	90.3	45.5	76	54.4	80.3	0	0	4	56	0	0	326	0	60	93.6	305	92.6	302	91.4	79	3	7.1	23	654	333	5.6	10.9	2.14
Barion Brown	163779	WR	KENTUCKY	13	9.7	10	64.6	36.4	4	11	0	8.9	5	23	202	0	65.5	78.7	70.3		71.7	0	0	3	70	0	0	303	4	51	94.1	285	29	88	89.9	79	4	71	215	625	441	8.6	12.3	2.19
Jordan Addison	123000	WR	USC	11	10.7	6	74.7	22.2	2	9	0	3.3	2	38	326	1	85	61.1	81.5		82.4	0	0	1	75	0	0	335	2	59	94	315	23	77	139	79	8	75.5	253	875	414	7	14.8	2.78
De'Zhaun Stribling	146508	WR	WASH STATE	12	8.6	10	64.6	40	4	10	0	7.3	4	31	341	0	72.6	74.2	64.2	74.7	65.8	0.2	1	1	38	0.7	3	441	3	51	95.7	422	45.8	202	103.5	79	5	53.3	235	602	318	6.2	11.8	1.43
Luke Grimm	122561	WR	KANSAS	12	10.7	5	65.8	50	5	10	0	1.9	1	32	198	0	88.5	76.1	78.7		80	0	0	4	45	0	0	288	1	52	93.4	269	74	213	94	79	6	25.3	73	623	201	3.9	12	2.32
Trea Shropshire	121502	WR	UAB	12	20.6	0	51.9	66.7	10	15	0	6.8	3	32	321	0	72.6	73.2	81.2		83.4	0	0	4	74	0	0	257	4	41	94.2	242	16	41	98.2	79	6	84	216	923	223	5.4	22.5	3.81
Michael Mathison	100275	WR	W KENTUCKY	14	9.4	8	67.1	53.3	8	15	0	3.6	2	26	346	0	83	78	61.7		64	0	0	2	55	0	0	471	2	53	95.3	449	69	325	93.7	79	3	30.8	145	637	332	6.3	12	1.42
Tre'Shaun Harrison	77958	WR	OREGON ST	12	9.6	16	67.9	62.5	5	8	0	11.7	7	27	265	2	52.7	27.9	66		67.4	0	0	4	63	0	0	303	6	53	92.1	279	7.3	22	86.7	78	4	92.7	281	604	312	5.9	11.4	2.16
Mitchell Tinsley	123470	WR	PENN STATE	13	11.9	8	65.4	62.5	10	16	0	7.3	4	31	266	1	71.3	54.8	67.6	63.9	67.2	0.3	1	1	34	0.3	1	386	0	51	93.8	362	27.7	107	103.4	78	5	72	278	577	216	4.2	11.3	1.59
Tyrone Howell	144588	WR	LA MONROE	12	9.8	19	64.9	46.7	7	15	0	10.7	6	33	209	0	60	79.3	78.6		79.5	0	0	1	89	0	0	356	2	50	94.1	335	9.6	34	123	77	6	90.4	322	855	459	9.2	17.1	2.55
Payne Durham	84037	TE	PURDUE	13	7.2	10	72.7	57.1	8	14	0	3.4	2	32	273	0	84.3	74.7	67.6	51.4	70.3	39.4	210	2	56	9.9	53	533	3	56	85.2	454	57.2	305	116.8	77	8	2.8	15	560	263	4.7	10	1.23
De'Corian Clark	100892	WR	UTSA	9	12.8	13	68.8	55	11	20	0	3.6	2	36	331	0	77.6	74.5	80.8		81.7	0	0	3	69	0	0	339	0	53	95	322	11.5	39	118.7	77	8	88.5	300	755	274	5.2	14.2	2.34
Sam James	78123	WR	W VIRGINIA	12	11.5	13	59.7	72.7	8	11	0	11.5	6	29	343	0	56.8	76.7	64.4		67.5	0.2	1	1	71	0	0	407	2	46	94.1	383	93.1	379	112.7	77	6	6.6	27	745	293	6.4	16.2	1.95
Cole Tucker	61537	WR	N ILLINOIS	11	10.7	7	58.4	35.7	5	14	0	4.3	2	28	254	0	80.2	79.6	72.9		73.6	0	0	6	70	0	0	308	2	45	95.1	293	27.9	86	69.8	77	4	72.1	222	632	223	5	14	2.16
Keytaon Thompson	60457	WR	VIRGINIA	8	6.9	22	68.8	46.7	7	15	0	15.9	10	27	335	0	43	75.1	72.2	82.4	72.9	18.4	54	1	45	0.7	2	294	0	53	92.2	271	70.4	207	85.4	77	0	10.9	32	579	255	4.8	10.9	2.14
Dominic Lovett	146872	WR	MISSOURI	12	11.8	5	73.7	14.3	1	7	0	0	0	31	229	0	92.8	76.6	83.8		85.5	0.7	2	2	79	0	0	292	4	56	96.6	282	83.9	245	111.1	76	3	14	41	828	404	7.2	14.8	2.94
Dalevon Campbell	101711	WR	NEVADA	12	12.9	3	52.6	25	5	20	0	4.8	2	19	239	1	72	40.8	61.3		61.7	0	0	1	73	0	0	396	4	40	96.2	381	4.8	19	70.7	76	1	95.2	377	472	165	4.1	11.8	1.24
Johnny Wilson	76366	WR	FLORIDA ST	13	15.8	9	56.6	52.2	12	23	0	12.2	6	34	167	0	55.3	73.3	82.3		82	0	0	2	78	0	0	291	3	43	91.8	267	14.1	41	109.4	76	5	85.9	250	897	306	7.1	20.9	3.36
Dante Cephas	97665	WR	KENT STATE	9	15.4	19	63.2	33.3	3	9	1	9.4	5	38	201	1	60.1	47.2	82.1		82.7	0	0	2	54	0	0	257	2	48	93	239	17.9	46	97.8	76	3	82.1	211	746	315	6.6	15.5	3.12
Jadon Haselwood	97791	WR	ARKANSAS	12	6.9	17	77.6	25	1	4	0	7.8	5	29	111	1	69.4	52.7	66.2		70.6	0.9	3	0	68	0	0	321	3	59	96.3	309	80.7	259	118.4	76	3	14	45	704	385	6.5	11.9	2.28
Rufus Harvey	124172	WR	MISS STATE	13	6.9	12	69.7	30	3	10	0	10.2	6	32	227	0	61.7	74	63.8		64.9	0	0	2	36	0	0	378	2	53	95.5	361	97.4	368	90.1	76	3	2.6	10	506	233	4.4	9.5	1.4
Yo'Heinz Tyler	78181	WR	BALL ST	11	8	7	64.5	50	12	24	0	3.9	2	27	117	1	81.7	45.2	61.8		59.3	0	0	2	23	0	0	424	2	49	96	407	15.1	64	74.2	76	1	84.9	360	455	181	3.7	9.3	1.12
Malik Knowles	78141	WR	KANSAS ST	14	10.2	14	63.2	26.7	4	15	0	4	2	34	199	2	75.1	40.6	75.6	67.7	72.1	0	0	3	67	0.8	3	355	1	48	95.5	339	6.8	24	86.6	76	2	93.2	331	721	336	7	15	2.13
Bru McCoy	71345	WR	TENNESSEE	12	11.1	5	69.3	53.3	8	15	0	1.9	1	30	307	0	88.7	74.1	67		65.8	0	0	1	70	0	0	442	3	52	91	402	8.4	37	109.1	75	4	91.4	404	667	257	4.9	12.8	1.66
Antonio Williams	156241	WR	CLEMSON	14	7.1	6	74.7	58.3	7	12	1	1.8	1	28	140	1	89.5	51.1	66.8	62.1	68.8	0.3	1	1	59	0.3	1	399	1	56	94.2	376	93	371	110.1	75	4	6.8	27	604	343	6.1	10.8	1.61
Luther Burden III	157170	WR	MISSOURI	13	9.7	15	61.3	25	3	12	0	13.2	7	21	229	0	52.2	83.8	65.4		64.7	0.3	1	3	35	0	0	340	1	46	95.6	325	12.9	44	85.3	75	6	85	289	398	303	6.6	8.7	1.22
Izaiah Gathings	89497	WR	MIDDLE TN	12	7.8	12	80	76.9	10	13	0	3.2	2	28	224	0	85.2	74.6	61.5	69.5	66.7	10.7	47	1	26	1.1	5	440	2	60	92.7	408	74.8	329	101.1	75	2	14.5	64	559	208	3.5	9.3	1.37
Chimere Dike	129918	WR	WISCONSIN	13	11.5	5	62.7	41.7	5	12	0	9.6	5	31	349	0	64.8	76	74.4		75.8	0.3	1	3	74	0	0	322	3	47	93.8	302	78.9	254	102.6	75	6	20.8	67	689	268	5.7	14.7	2.28
Jared Brown	147081	WR	COAST CAR	13	8.3	22	66.2	28.6	2	7	0	12.5	7	30	141	0	54.9	78.4	71.2	63.9	72.2	0	0	2	75	0.3	1	328	1	49	93.9	308	83.8	275	117.5	74	6	9.1	30	789	578	11.8	16.1	2.56
Kayshon Boutte	124087	WR	LSU	11	9.7	10	65.8	45.5	5	11	0	12.7	7	22	211	0	53.1	73.9	64.8	66.1	64.9	0	0	1	53	0.5	2	391	2	48	92.6	362	72.1	282	91	73	2	27.9	109	538	228	4.8	11.2	1.49
Latrell Caples	128119	WR	BOISE ST	14	8.1	6	69.9	7.7	1	13	2	1.9	1	28	120	0	89.1	83.2	68.2		69.1	0	0	2	50	0	0	342	4	51	94.2	322	82.7	283	98.5	73	4	15.2	52	549	260	5.1	10.8	1.7
TJ Sheffield	101741	WR	PURDUE	14	10.3	4	63	56.3	9	16	1	8	4	26	273	0	69.2	47.9	59.5	67.7	61.8	0	0	5	34	0.4	2	449	4	46	94.9	426	20.5	92	71.7	73	4	79.5	357	480	166	3.6	10.4	1.13
Phillip Brooks	78138	WR	KANSAS ST	14	10.5	11	63	40	2	5	0	9.8	5	28	199	0	63	74.6	65		64.4	0	0	1	81	0	0	394	0	46	96.7	381	92.4	364	101	73	4	7.6	30	593	279	6.1	12.9	1.56
Javon Ivory	101116	WR	MEMPHIS	12	10.6	7	64.4	31.6	6	19	0	7.8	4	28	218	0	63	73.5	64		63.7	0	0	1	68	0	0	389	0	47	94.6	368	3.6	14	92.6	73	2	96.4	375	585	213	4.5	12.4	1.59
Isaiah Esdale	88318	WR	RICE	13	11.5	7	57.5	66.7	10	15	1	4.5	2	24	275	0	78.5	73.1	65.7	63.1	67	0	0	6	39	0.3	1	393	2	42	93.9	369	35.6	140	56	73	2	64.4	253	544	146	3.5	13	1.47
Eddie Lewis	84390	WR	MEMPHIS	13	11.6	15	58.9	18.2	2	11	0	12.2	6	28	218	0	55.4	86.2	68.3		68	0.2	1	1	55	0	0	403	2	43	93.8	378	30.3	122	112.3	73	7	69.5	280	611	273	6.3	14.2	1.62
Ashtyn Hawkins	147222	WR	TEXAS ST	9	6.2	15	77.8	57.1	4	7	0	1.8	1	24	314	0	89.3	80.6	78.1		79.9	0	0	1	74	0	0	255	0	56	96.9	247	91	232	127.3	72	7	6.3	16	587	415	7.4	10.5	2.38
Ja'Tavion Sanders	144717	TE	TEXAS	13	8.2	7	75	53.3	8	15	0	6.9	4	32	311	0	72.7	74.2	70.8	68.1	76.1	60.1	265	1	37	16.6	73	441	7	54	79.1	349	26.1	115	117.4	72	5	12.7	56	613	287	5.3	11.4	1.76
Dontayvion Wicks	99711	WR	VIRGINIA	8	14.6	8	41.7	21.4	3	14	0	23.1	9	19	335	1	26.8	32.2	59		58.8	0	0	2	44	0	0	315	1	30	94	296	8.9	28	59.4	72	2	91.1	287	430	122	4.1	14.3	1.45
Myles Price	123155	WR	TEXAS TECH	11	6.7	10	69.4	25	2	8	0	2	1	23	315	2	88	38.4	63.5		63.7	0.3	1	2	54	0	0	369	0	50	97.3	359	79.7	294	87.3	72	2	20.1	74	512	310	6.2	10.2	1.43
Jesse Matthews	84395	WR	S DIEGO ST	13	10.8	4	62.5	50	4	8	0	6.3	3	28	284	1	74.6	50.8	67.9		66.9	0	0	3	31	0	0	381	1	45	97.6	372	25.5	97	80.1	72	3	74.5	284	508	164	3.6	11.3	1.37
Matt Landers	61271	WR	ARKANSAS	13	14.4	14	65.3	40.9	9	22	1	7.8	4	36	111	0	69.2	45.8	69.6		72.3	0.2	1	0	59	0	0	407	3	47	95.1	387	11.1	45	145.6	72	8	88.7	361	901	284	6	19.2	2.33
Corey Gammage	98735	WR	MARSHALL	13	9.1	9	73.6	50	8	16	0	1.9	1	31	214	3	89.3	21.6	69.9		69.8	0.3	1	2	57	0	0	394	3	53	94.9	374	8.4	33	123.5	72	6	91.4	360	758	339	6.4	14.3	2.03
Robert Ferrel	133220	WR	WASH STATE	11	6	9	77.8	0	0	3	0	3.4	2	28	341	0	78.8	83.8	70	69.3	71.3	0.3	1	0	38	0.9	3	338	1	56	94.4	319	95.3	322	119.4	72	4	3.8	13	592	320	5.7	10.6	1.86
