player	player_id	position	team_name	player_game_count	avg_depth_of_target	avoided_tackles	caught_percent	contested_catch_rate	contested_receptions	contested_targets	declined_penalties	drop_rate	drops	first_downs	franchise_id	fumbles	grades_hands_drop	grades_hands_fumble	grades_offense	grades_pass_block	grades_pass_route	inline_rate	inline_snaps	interceptions	longest	pass_block_rate	pass_blocks	pass_plays	penalties	receptions	route_rate	routes	slot_rate	slot_snaps	targeted_qb_rating	targets	touchdowns	wide_rate	wide_snaps	yards	yards_after_catch	yards_after_catch_per_reception	yards_per_reception	yprr
Tyree Jackson	57449	HB	UNLV	4	1	0	75		0	0	0	25	1	0	325	1	40.2	22.9	50.8	75.2	28.3	0	0	0	7	11.5	3	26	1	3	84.6	22	3.8	1	77.1	4	0	3.8	1	8	-1	-0.3	2.7	0.36
Robert Brown Jr.	57428	HB	TEXAS ST	5	-5	0	75		0	0	0	0	0	0	314	0	73.1	78.9	63.8	77.3	54.2	0	0	0	9	24.1	20	83	0	3	71.1	59	4.8	4	77.1	4	0	0	0	11	26	8.7	3.7	0.19
Todd Sibley Jr.	57382	HB	PITTSBURGH	8	6	0	50		0	0	0	0	0	1	268	0	70.7	82.3	67.7	70.4	55.2	0	0	0	16	35.6	26	73	0	2	61.6	45	4.1	3	62.5	4	0	4.1	3	18	3	1.5	9	0.4
J.D. King	57374	HB	GA SOUTHRN	12	-0.8	1	50		0	0	0	50	2	0	174	0	17	90.8	76.7	43.3	37.9	0	0	0	10	27	30	111	0	2	68.5	76	0	0	58.3	4	0	0.9	1	14	18	9	7	0.18
Cameron Jordan	61695	WR	SYRACUSE	7	5.5	2	75	0	0	1	1	0	0	1	304	0	73.1	64.1	54.6		54.2	0	0	0	9	0	0	44	1	3	93.2	41	4.5	2	85.4	4	0	95.5	42	20	22	7.3	6.7	0.49
Eli Anderson	57334	HB	NEW MEX ST	2	-2	0	75		0	0	0	25	1	1	242	0	39.5	68.5	60.7		49.3	0	0	1	9	0	0	8	0	3	100	8	25	2	41.7	4	0	12.5	1	16	27	9	5.3	2
Myles Fells	57326	FB	NAVY	13	7.3	0	75		0	0	1	25	1	1	237	0	39.5	76	62	56.9	46.3	62.5	40	0	7	34.4	22	64	2	3	62.5	40	34.4	22	77.1	4	0	1.6	1	11	-2	-0.7	3.7	0.28
Ra'Von Bonner	57238	HB	ILLINOIS	12	3.8	3	100		0	0	0	0	0	3	187	0	74.9	84.4	63	47.8	65.8	0	0	0	28	28.4	27	95	1	4	64.2	61	7.4	7	158.3	4	1	1.1	1	67	52	13	16.8	1.1
Matt LaRoche	57213	HB	GA SOUTHRN	12	-5	1	50		0	0	0	0	0	0	174	0	70.7	43.1	56.6	59.5	55.9	4.2	2	0	0	39.6	19	48	0	2	58.3	28	2.1	1	56.3	4	0	0	0	-6	4	2	-3	-0.21
Juma Otoviano	75903	HB	RICE	3	-3.5	2	75		0	0	0	0	0	1	275	0	73.1	80.3	65.6	59.1	70.4	0	0	0	22	56.7	34	60	0	3	41.7	25	0	0	103.1	4	0	0	0	37	51	17	12.3	1.48
Raymond James	55993	WR	KENT STATE	6	11.8	1	75		0	0	0	0	0	3	201	0	73.1	78.2	67.6		69.7	0	0	0	28	0	0	25	0	3	88	22	16	4	156.3	4	1	84	21	70	36	12	23.3	3.18
Jontre Kirklin	55630	WR	LSU	6	13.8	2	50		0	0	0	0	0	1	211	0	70.7	66.7	62		61.9	0	0	1	65	0	0	29	0	2	100	29	24.1	7	56.3	4	0	75.9	22	75	49	24.5	37.5	2.59
Jairus Grissom	77691	WR	E MICHIGAN	10	-1.8	1	100		0	0	0	0	0	3	160	0	74.9	76.5	70.4		61.2	0	0	0	15	0	0	36	0	4	80.6	29	19.4	7	139.6	4	1	66.7	24	32	39	9.8	8	1.1
Cameron Carroll	77743	HB	TULANE	10	5.8	0	50	0	0	1	0	0	0	1	319	0	70.7	85.1	74.8	74.8	54.4	0	0	0	2	31.2	29	93	0	2	66.7	62	3.2	3	95.8	4	1	3.2	3	0	4	2	0	0
Josh Whyle	54037	TE	CINCINNATI	7	12.8	0	50	100	1	1	0	33.3	1	2	138	0	32.3	62.9	64	27.4	66.9	44.4	8	0	32	11.1	2	18	0	2	88.9	16	44.4	8	95.8	4	0	11.1	2	51	11	5.5	25.5	3.19
Houston Heimuli	52275	TE	STANFORD	12	-1.3	0	75		0	0	0	0	0	0	300	0	73.1	64.1	57.2	26.7	57.5	11.8	4	0	4	32.4	11	34	0	3	58.8	20	2.9	1	77.1	4	0	0	0	3	10	3.3	1	0.15
Tyler Nevens	52262	HB	S JOSE ST	9	-2.3	1	75		0	0	0	25	1	1	285	0	45.4	81.1	67.7	63.7	51.1	0	0	0	7	26.6	25	94	0	3	66	62	2.1	2	80.2	4	0	0	0	15	24	8	5	0.24
Presley Motes	77931	TE	BOWL GREEN	8	1.8	0	50	0	0	1	0	0	0	0	122	0	70.7	65	46.1	73.6	48.7	65.9	27	1	2	19.5	8	41	0	2	78	32	29.3	12	16.7	4	0	2.4	1	4	3	1.5	2	0.13
Peje' Harris	77994	WR	GA TECH	9	18.5	0	25	0	0	1	0	0	0	0	176	0	66.7	61	58		56.4	0	0	0	4	0	0	56	0	1	96.4	54	16.1	9	39.6	4	0	83.9	47	4	1	1	4	0.07
Hayden Mitchell	78004	WR	VIRGINIA	7	8.5	2	75		0	0	0	0	0	2	335	0	73.1	64.1	64.9		64.9	0	0	0	28	0	0	18	0	3	94.4	17	50	9	116.7	4	0	44.4	8	51	25	8.3	17	3
Chris Sharp	49026	HB	VIRGINIA	3	-0.5	0	100		0	0	0	0	0	2	335	0	74.9	65	57.2		64.5	0	0	0	9	0	0	17	1	4	94.1	16	35.3	6	128.1	4	1	5.9	1	21	23	5.8	5.3	1.31
Thomas Jackson	47583	WR	LOUISVILLE	5	1.3	0	75		0	0	0	25	1	2	210	0	39.5	64.1	58.1		56.1	0	0	0	9	0	0	61	0	3	100	61	96.7	59	84.4	4	0	1.6	1	19	20	6.7	6.3	0.31
Javohn Jones	45044	HB	NEW MEXICO	4	-3.3	0	100		0	0	0	0	0	2	241	0	74.9	71.8	62.2	24.1	75.5	0	0	0	11	25.9	7	27	0	4	63	17	14.8	4	91.7	4	0	0	0	24	37	9.3	6	1.41
LeMaro Smith Jr.	78208	WR	BUFFALO	2	15.5	0	50	100	1	1	0	0	0	1	126	0	70.7	62.9	59.7		59.4	0	0	0	14	0	0	22	0	2	90.9	20	4.5	1	63.5	4	0	95.5	21	19	2	1	9.5	0.95
John Chenal	82534	FB	WISCONSIN	6	1	0	75		0	0	0	0	0	1	349	0	73.1	76.4	67.1	70	59.3	25.7	9	0	12	42.9	15	35	0	3	51.4	18	0	0	80.2	4	0	8.6	3	15	14	4.7	5	0.83
Kadin Remsberg	83598	TE	AIR FORCE	12	-6	2	75		0	0	0	0	0	1	101	0	73.1	63.4	71.5	67.5	49.1	26.7	27	0	29	12.9	13	101	1	3	82.2	83	43.6	44	89.6	4	0	11.9	12	24	39	13	8	0.29
Ben Peterson	83599	TE	AIR FORCE	8	3	0	75		0	0	0	0	0	2	101	0	73.1	81.6	84.3	27.7	71.9	86.4	19	0	9	4.5	1	22	1	3	86.4	19	4.5	1	90.6	4	0	9.1	2	25	16	5.3	8.3	1.32
Shaun Shivers	83634	HB	AUBURN	12	-4	0	100		0	0	0	0	0	0	115	0	74.9	63.2	62.9	57.9	53.9	0	0	0	3	15.4	6	39	0	4	76.9	30	15.4	6	79.2	4	0	2.6	1	1	17	4.3	0.3	0.03
Deion Smith	83655	HB	COLORADO	7	0.5	2	100		0	0	0	0	0	1	143	0	74.9	78	57.8	16.9	66.3	0	0	0	20	19.4	6	31	0	4	80.6	25	0	0	95.8	4	0	3.2	1	28	26	6.5	7	1.12
Dameon Pierce	83659	HB	FLORIDA	12	0.8	3	100		0	0	0	0	0	1	163	0	74.9	61.3	66.1	83	54.6	0	0	0	18	15.1	13	86	0	4	80.2	69	3.5	3	97.9	4	0	18.6	16	30	27	6.8	7.5	0.43
Zamir White	83665	HB	GEORGIA	13	0.3	2	50		0	0	0	50	2	1	173	0	17.2	69	73.1	79	36.4	0	0	0	15	7.4	4	54	0	2	87	47	3.7	2	64.6	4	0	0	0	20	25	12.5	10	0.43
Chris Rodriguez Jr.	83689	HB	KENTUCKY	11	13.5	0	25	0	0	1	0	50	1	0	202	1	24.5	49.4	74.2	52	29	0	0	0	6	32.4	23	71	0	1	60.6	43	0	0	39.6	4	0	4.2	3	6	2	2	6	0.14
Chris Curry	83696	HB	LSU	8	-2.8	1	75		0	0	0	0	0	0	211	0	73.1	52.6	69.5	67.5	57.2	0	0	0	9	2.4	1	42	0	3	95.2	40	7.1	3	88.5	4	0	26.2	11	23	36	12	7.7	0.58
Jay Symonds	83763	TE	STANFORD	9	-1.8	1	100		0	0	0	0	0	0	300	0	74.9	66	69.6	80.7	82	21.4	3	0	8	14.3	2	14	0	4	85.7	12	0	0	79.2	4	0	0	0	11	18	4.5	2.8	0.92
Travis Boman	42289	TE	UTAH ST	7	8.8	0	75		0	0	0	0	0	0	329	0	73.1	68.9	53	68.4	47	47.1	24	1	9	7.8	4	51	0	3	92.2	47	49	25	41.7	4	0	3.9	2	16	4	1.3	5.3	0.34
Garland LaFrance	83804	HB	W KENTUCKY	8	2.8	0	75	0	0	1	0	0	0	0	346	0	73.1	74.3	58.8		57.8	0	0	0	7	0	0	13	0	3	100	13	38.5	5	77.1	4	0	15.4	2	7	22	7.3	2.3	0.54
Rick Wells	42268	WR	FLORIDA	5	12.8	0	50	0	0	1	0	0	0	1	163	0	70.7	62.9	63		63.5	0	0	0	24	0	0	21	0	2	90.5	19	38.1	8	71.9	4	0	61.9	13	27	4	2	13.5	1.42
Sam Denmark	42209	WR	COAST CAR	6	33.3	0	25	50	1	2	0	0	0	1	141	0	66.7	61	64.7		71.7	0	0	0	44	0	0	13	1	1	100	13	0	0	112.5	4	1	100	13	44	0	0	44	3.38
Brett Borske	42170	TE	W MICHIGAN	6	19.3	0	50		0	0	0	0	0	1	347	0	70.7	62.9	66.5	74.2	59.8	76.6	36	1	25	34	16	47	0	2	61.7	29	17	8	79.2	4	1	0	0	34	4	2	17	1.17
Slade Bolden	84089	WR	ALABAMA	10	17.3	0	50	100	1	1	0	0	0	2	103	0	70.7	69.2	74.3		66.3	0	0	0	20	0	0	25	0	2	96	24	76	19	79.2	4	0	20	5	34	4	2	17	1.42
Stefan Cobbs	84143	WR	BOISE ST	3	3.8	2	75		0	0	0	0	0	1	120	0	73.1	64.1	68	61	67.5	0	0	0	44	4	1	25	0	3	96	24	20	5	156.3	4	1	80	20	57	48	16	19	2.38
Adam Luehrman	41375	TE	OHIO	13	11	0	75		0	0	1	0	0	2	259	1	73.1	12.5	58.2	71.9	45.9	58.6	65	0	25	36	40	111	1	3	62.2	69	30.6	34	108.3	4	0	0	0	42	9	3	14	0.61
T.J. Hammonds	41365	HB	ARKANSAS	6	-4.5	1	100		0	0	0	0	0	1	111	0	74.9	73	71.8	78.4	65.5	0	0	0	7	20.8	5	24	0	4	70.8	17	33.3	8	79.2	4	0	0	0	10	28	7	2.5	0.59
Jaylen Johnson	84191	WR	GEORGIA	3	22.5	0	50	0	0	1	0	33.3	1	2	173	0	32.3	62.9	63.2		62.5	0	0	0	11	0	0	12	0	2	91.7	11	25	3	64.6	4	0	75	9	20	2	1	10	1.82
Ryan Renick	22838	TE	TEXAS A&M	8	5	1	75		0	0	0	25	1	2	312	0	39.5	65.4	70.8	58.1	53.6	100	47	0	19	27.7	13	47	0	3	70.2	33	0	0	96.9	4	0	0	0	31	24	8	10.3	0.94
Tazh Maloy	41206	FB	NAVY	10	7.8	2	50	100	1	1	0	33.3	1	2	237	0	31.6	79.5	74	37.5	54.2	38.2	29	1	33	42.1	32	76	1	2	56.6	43	50	38	56.3	4	0	6.6	5	51	30	15	25.5	1.19
Alex Harris	41107	WR	UCF	6	12.3	0	100	100	1	1	0	0	0	3	323	0	74.9	65	67.8		67.4	0	0	0	26	0	0	15	0	4	100	15	100	15	157.3	4	1	0	0	49	3	0.8	12.3	3.27
Cameron Gardner	84310	WR	MISS STATE	7	16.3	0	25	0	0	2	0	0	0	1	227	0	24.5	61	52.9		50.3	0	0	0	7	0	0	47	1	1	93.6	44	0	0	39.6	4	0	100	47	7	0	0	7	0.16
Dorian Maddox	40894	HB	STANFORD	8	-1.5	0	100		0	0	0	0	0	2	300	0	76.3	77.5	60.3	20	72.5	0	0	0	27	16.7	7	42	0	4	73.8	31	2.4	1	105.2	4	0	4.8	2	37	43	10.8	9.3	1.19
Adam Krumholz	40697	WR	WISCONSIN	7	17.3	0	50	50	1	2	0	33.3	1	1	349	0	32.3	62.9	61.5		52.9	0	0	0	14	0	0	30	0	2	96.7	29	6.7	2	64.6	4	0	93.3	28	20	0	0	10	0.69
Martell Pettaway	40633	HB	W VIRGINIA	4	-2.5	1	50		0	0	0	50	2	1	343	0	17	78.2	51.1	9.4	35.5	0	0	0	8	18.4	9	49	0	2	79.6	39	2	1	56.3	4	0	4.1	2	7	17	8.5	3.5	0.18
TJ Sullivan	84396	WR	S DIEGO ST	9	26	0	50	100	1	1	0	33.3	1	1	284	0	31.6	62.9	58.9		61.1	0	0	0	29	0	0	29	1	2	96.6	28	24.1	7	122.9	4	1	75.9	22	38	-1	-0.5	19	1.36
Kene Nwangwu	40547	HB	IOWA STATE	6	-2.5	0	25		0	0	0	66.7	2	0	193	0	10.9	77.9	61.6	17.2	29.9	0	0	1	8	25	10	40	0	1	70	28	7.5	3	0	4	0	2.5	1	8	12	12	8	0.29
Jalen Preston	84435	WR	TEXAS A&M	3	12.5	0	75		0	0	0	0	0	2	312	0	73.1	69.4	69.9		69.2	0	0	0	18	0	0	21	0	3	100	21	9.5	2	102.1	4	0	90.5	19	36	19	6.3	12	1.71
Khameron Taylor	40532	TE	S ALABAMA	9	4.5	0	50		0	0	0	0	0	2	288	0	70.7	62.9	51.9	69.1	50	90.3	102	1	13	37.2	42	113	1	2	58.4	66	1.8	2	62.5	4	1	0	0	18	9	4.5	9	0.27
Chris Barrett	40524	TE	LIBERTY	11	6	1	50	0	0	1	0	0	0	1	206	0	70.7	62.9	49.7	71.5	51.4	64.5	49	0	7	36.8	28	76	0	2	61.8	47	32.9	25	56.3	4	0	0	0	10	8	4	5	0.21
Blake Aragon	84446	TE	TEXAS ST	3	7.3	1	50		0	0	0	0	0	0	314	0	70.7	62.9	49.7	56.9	53.4	77.8	14	1	5	22.2	4	18	0	2	72.2	13	22.2	4	16.7	4	0	0	0	9	8	4	4.5	0.69
Malik Miller	40458	HB	AUBURN	8	-1	1	100		0	0	0	0	0	2	115	1	74.9	28.3	52	19.7	42.6	0	0	0	12	31.4	16	51	0	4	68.6	35	2	1	112.5	4	0	0	0	44	48	12	11	1.26
Terrell Perriman	84477	WR	UTAH	5	3.5	0	50	0	0	1	0	0	0	0	328	0	70.7	65.3	57.3		54.6	0	0	0	7	0	0	17	0	2	100	17	23.5	4	56.3	4	0	76.5	13	9	3	1.5	4.5	0.53
LD Brown	40346	HB	OKLA STATE	11	-3.3	1	75		0	0	0	0	0	2	262	0	73.1	81.8	76.4	19	76.2	0	0	0	15	32.1	18	56	0	3	62.5	35	3.6	2	97.9	4	0	1.8	1	32	47	15.7	10.7	0.91
Willie Parker	40315	HB	E MICHIGAN	11	1.5	0	50		0	0	0	50	2	0	160	0	17	52.8	55.2	76.3	33.3	0	0	0	0	30.1	22	73	0	2	65.8	48	4.1	3	56.3	4	0	1.4	1	-1	6	3	-0.5	-0.02
Dylan Jantz	97100	WR	TEXAS ST	3	10.3	0	50	0	0	1	0	0	0	1	314	0	70.7	62.9	47.8		53.8	0	0	0	12	0	0	45	0	2	91.1	41	100	45	66.7	4	0	0	0	22	17	8.5	11	0.54
Brandon Legendre	97107	WR	LA LAFAYET	2	1.8	1	100	100	1	1	0	0	0	2	207	0	74.9	65	67.5		67.1	0	0	0	13	0	0	16	0	4	100	16	25	4	106.3	4	0	75	12	38	31	7.8	9.5	2.38
Zach Farrar	40102	WR	AUBURN	3	13.8	0	75	50	1	2	0	0	0	3	115	0	73.1	64.1	76.5		76.6	0	0	0	27	0	0	15	0	3	100	15	13.3	2	146.9	4	2	86.7	13	41	7	2.3	13.7	2.73
Joachim Bangda	97184	HB	KENT STATE	9	-4.5	0	75		0	0	0	0	0	0	201	0	73.1	81.6	70.7	84.8	53.2	0	0	0	7	23.9	17	71	0	3	73.2	52	0	0	77.1	4	0	11.3	8	8	21	7	2.7	0.15
Christian Hunter	97202	HB	COLO STATE	6	-3.3	0	75		0	0	0	25	1	0	144	0	39.5	77.8	70.9	76.6	43.8	0	0	0	8	21.7	5	23	0	3	78.3	18	0	0	77.1	4	0	0	0	8	18	6	2.7	0.44
Christian Dremel	97211	WR	RUTGERS	4	12.5	0	50	0	0	1	0	0	0	1	278	0	70.7	62.9	57.9		57.6	0	0	1	11	0	0	27	0	2	100	27	100	27	24	4	0	0	0	19	8	4	9.5	0.7
Darien Rencher	39949	HB	CLEMSON	12	-3.5	0	100		0	0	0	0	0	2	140	0	74.9	78.2	72.1	43.7	71.5	0	0	0	12	38.2	13	34	0	4	61.8	21	2.9	1	93.8	4	0	0	0	26	40	10	6.5	1.24
TJ McDaniel	97299	HB	SMU	5	5.3	1	75		0	0	0	25	1	1	287	0	39.5	81.2	69.1	27.3	50.9	0	0	0	23	26.7	12	45	0	3	73.3	33	8.9	4	96.9	4	0	0	0	31	15	5	10.3	0.94
Jamari Thrash	97399	WR	GA STATE	2	16.3	0	50	100	1	1	0	0	0	1	175	0	70.7	62.9	56.8		56.4	0	0	1	16	0	0	17	0	2	100	17	5.9	1	21.9	4	0	94.1	16	17	3	1.5	8.5	1
Ricky Walker III	38533	WR	CAL	4	10.3	0	50		0	0	0	0	0	1	130	0	70.7	65.3	64.6		64.7	0	0	0	22	0	0	27	0	2	92.6	25	11.1	3	75	4	0	88.9	24	30	9	4.5	15	1.2
Jahleel Billingsley	98221	TE	ALABAMA	9	0	0	50		0	0	0	0	0	1	103	0	70.7	62.9	58.9	69.5	50.7	72.3	34	0	19	6.4	3	47	0	2	83	39	10.6	5	60.4	4	0	10.6	5	16	22	11	8	0.41
Luke Musgrave	98499	TE	OREGON ST	8	13.3	0	50	50	1	2	0	33.3	1	1	265	0	31.6	62.9	60.9	76.8	47.2	57.6	19	0	14	6.1	2	33	0	2	90.9	30	39.4	13	62.5	4	0	0	0	18	4	2	9	0.6
Malik Dear	35555	HB	MISS STATE	5	2	0	75		0	0	0	25	1	3	227	0	40.2	80.9	62	50.7	72.8	0	0	0	20	20	2	10	0	3	80	8	20	2	102.1	4	0	0	0	36	32	10.7	12	4.5
Darran Williams	98691	HB	UNLV	5	3.5	0	25	0	0	1	0	66.7	2	0	325	0	10.9	78	61.8	22.1	30.6	0	0	0	4	11.1	3	27	0	1	88.9	24	11.1	3	39.6	4	0	3.7	1	4	6	6	4	0.17
Kevin Harris	99141	HB	S CAROLINA	4	-1	1	75		0	0	0	25	1	2	289	0	39.5	77.3	68.1	71.1	51	0	0	0	11	25.6	10	39	0	3	74.4	29	5.1	2	91.7	4	0	10.3	4	26	30	10	8.7	0.9
Lee Witherspoon	99166	HB	MISS STATE	9	-1	3	75	0	0	1	0	0	0	1	227	0	73.1	77.1	68.9	79.5	71.1	0	0	0	12	27.3	9	33	0	3	69.7	23	3	1	84.4	4	0	0	0	19	36	12	6.3	0.83
Elijah Robinson	33901	WR	BOSTON COL	7	7.3	1	75	0	0	1	0	0	0	3	121	0	73.1	64.1	73.4		76.4	0	0	0	18	0	0	11	0	3	90.9	10	18.2	2	101	4	0	81.8	9	35	19	6.3	11.7	3.5
Kam Brown	99206	WR	TEXAS A&M	3	7	0	50	50	1	2	0	0	0	1	312	0	70.7	62.9	61.9		61.4	0	0	1	20	0	0	15	0	2	93.3	14	93.3	14	24	4	0	6.7	1	19	4	2	9.5	1.36
T.Q. Jackson	99217	WR	ARKANSAS	3	18.3	0	25	0	0	1	0	0	0	0	111	0	66.7	61	55.4		55.8	0	0	0	2	0	0	10	1	1	90	9	10	1	39.6	4	0	90	9	2	6	6	2	0.22
Blair Conwright	99538	WR	TCU	3	11	0	75	100	1	1	0	0	0	2	305	0	73.1	64.1	62.3		60.2	0	0	0	14	0	0	31	0	3	96.8	30	3.2	1	90.6	4	0	96.8	30	25	4	1.3	8.3	0.83
D'Wayne Eskridge	29573	CB	W MICHIGAN	3	15.3	0	75	0	0	1	0	0	0	3	347	0	73.1	64.1	90.4		90.3	0	0	0	43	0	0	5	2	3	100	5	20	1	116.7	4	0	80	4	73	20	6.7	24.3	14.6
Dylan Leonard	99685	TE	GA TECH	10	7	0	50	0	0	1	0	0	0	0	176	0	70.7	64.6	51.2	44.1	50.8	48.5	16	1	3	21.2	7	33	0	2	78.8	26	45.5	15	16.7	4	0	3	1	6	1	0.5	3	0.23
Ja'Shaun Poke	100218	WR	KENT STATE	9	6.5	0	75		0	0	0	0	0	1	201	0	73.1	66.9	63.2		60.3	0	0	0	12	0	0	38	0	3	94.7	36	97.4	37	95.8	4	0	2.6	1	30	23	7.7	10	0.83
De'Corian Clark	100892	WR	UTSA	6	13.5	0	25	0	0	1	0	66.7	2	0	331	0	10.9	61	42.7		43.5	0	0	0	5	0	0	17	0	1	100	17	5.9	1	39.6	4	0	94.1	16	5	2	2	5	0.29
Courtney Reese	101297	HB	UNLV	4	-5	1	75		0	0	0	25	1	0	325	0	39.5	27.2	55.3	73.3	44	0	0	0	7	10.3	3	29	0	3	89.7	26	0	0	79.2	4	0	0	0	14	30	10	4.7	0.54
Bryce Kemp	26273	TE	E MICHIGAN	7	7.5	1	75		0	0	0	0	0	3	160	0	73.1	64.1	61.3	11	63.8	28.2	11	0	22	10.3	4	39	0	3	87.2	34	66.7	26	112.5	4	0	0	0	46	25	8.3	15.3	1.35
Kyron Cumby	101712	WR	ILLINOIS	2	1.8	2	50	0	0	1	0	33.3	1	1	187	0	31.6	71.5	62.2		61.7	0	0	0	31	0	0	10	0	2	90	9	100	10	76	4	0	0	0	31	39	19.5	15.5	3.44
Beau Bisharat	25962	TE	COLORADO	9	4	0	25		0	0	1	50	1	0	143	0	31.6	62.9	53.7	76.4	43.4	46	23	0	2	26	13	50	1	1	72	36	38	19	39.6	4	0	2	1	2	3	3	2	0.06
Trevor Hohlt	61161	WR	BALL ST	3	5.8	0	25		0	0	0	0	0	0	117	0	66.7	64.3	56.1		54.4	0	0	0	5	0	0	13	0	1	100	13	38.5	5	39.6	4	0	61.5	8	5	7	7	5	0.38
Jamaal Neal	61088	FB	UNLV	10	2.5	1	50		0	0	0	0	0	1	325	0	70.7	66.9	58.5	73.9	70.7	22.2	6	0	14	18.5	5	27	0	2	81.5	22	0	0	60.4	4	0	0	0	16	17	8.5	8	0.73
Isaac Martin	57938	TE	LOUISVILLE	11	0	1	33.3		0	0	0	50	1	0	210	0	24.5	65.1	58.2	70.9	51	27.5	11	0	8	60	24	40	0	1	40	16	2.5	1	42.4	3	0	0	0	8	8	8	8	0.5
Brett Brenton	91070	HB	WYOMING	8	4.3	0	66.7		0	0	0	33.3	1	0	351	0	31.6	78.9	64.2	71	43.9	0	0	0	11	19	12	63	0	2	77.8	49	0	0	79.9	3	0	1.6	1	16	9	4.5	8	0.33
Randle Jones	42142	WR	TEMPLE	4	13.7	0	33.3		0	0	0	0	0	1	306	0	66.7	61	58.6		52.4	0	0	0	32	0	0	54	0	1	98.1	53	42.6	23	113.9	3	1	57.4	31	32	9	9	32	0.6
Jackson McChesney	102891	HB	BYU	3	-0.3	0	66.7		0	0	0	0	0	0	128	0	70.7	78.2	78.8	79	60.4	0	0	0	-3	29.2	7	24	1	2	62.5	15	0	0	70.1	3	0	0	0	-7	2	1	-3.5	-0.47
Jaeger Bull	52207	TE	RICE	12	2.3	0	33.3	0	0	1	0	0	0	0	275	0	66.7	61	47.6	65.8	41.9	84.9	101	0	4	11.8	14	119	2	1	84.9	101	11.8	14	42.4	3	0	1.7	2	4	7	7	4	0.04
Jamious Griffin	97189	HB	GA TECH	8	0.3	0	66.7		0	0	0	0	0	0	176	0	70.7	80	63	63.8	55.8	0	0	0	6	50	37	74	0	2	48.6	36	0	0	72.9	3	0	1.4	1	11	12	6	5.5	0.31
Jaelyn Lay	99701	TE	CLEMSON	4	13	0	33.3		0	0	0	0	0	1	140	0	66.7	61	54.7	67.9	62.4	26.7	4	0	20	20	3	15	0	1	80	12	66.7	10	57.6	3	0	6.7	1	20	7	7	20	1.67
Jackson Winrow	40040	WR	VANDERBILT	7	6	1	66.7	100	1	1	0	33.3	1	1	333	0	31.6	62.9	52.5		52.5	0	0	0	9	0	0	34	0	2	91.2	31	8.8	3	75.7	3	0	91.2	31	13	10	5	6.5	0.42
Jake Bargas	47044	TE	N CAROLINA	10	8	0	100		0	0	0	0	0	1	245	0	73.1	64.1	61.9	72.1	63.9	66	31	0	9	42.6	20	47	2	3	55.3	26	29.8	14	127.1	3	1	0	0	15	0	0	5	0.58
Kevin Ledee	61739	WR	TULANE	6	18.7	0	33.3	0	0	1	0	0	0	1	319	0	66.7	61	57.2		59.5	0	0	0	17	0	0	18	0	1	100	18	83.3	15	53.5	3	0	16.7	3	17	2	2	17	0.94
Cody Rudy	43508	TE	BALL ST	11	2.7	0	66.7		0	0	1	0	0	1	117	0	70.7	64.6	60.1	30.9	56	41.9	18	0	3	37.2	16	43	4	2	55.8	24	2.3	1	109.7	3	1	0	0	5	3	1.5	2.5	0.21
Cadarius Gaskin	84182	WR	FIU	3	3.3	0	66.7	100	1	1	0	33.3	1	1	166	0	31.6	62.9	56.6		56.3	0	0	0	18	0	0	11	0	2	90.9	10	0	0	81.3	3	0	100	11	17	9	4.5	8.5	1.7
Jamal Pettigrew	40022	TE	LSU	6	8	1	33.3		0	0	0	50	1	0	211	0	24.5	61	48.7	70.9	45.6	43.8	14	0	-1	12.5	4	32	0	1	84.4	27	18.8	6	42.4	3	0	37.5	12	-1	1	1	-1	-0.04
Peter Hayes-Patrick	100194	HB	AKRON	6	0.3	1	66.7		0	0	0	0	0	1	102	0	70.7	81.1	68.1	85.1	51.9	0	0	0	13	34.9	38	109	0	2	59.6	65	8.3	9	82.6	3	0	8.3	9	18	12	6	9	0.28
Weston Carr	98742	WR	PENN STATE	3	5	0	100		0	0	0	0	0	1	266	0	73.1	64.1	67.7		67.5	0	0	0	11	0	0	13	0	3	100	13	15.4	2	104.2	3	0	84.6	11	27	12	4	9	2.08
Nigel Sealey	100210	HB	BOWL GREEN	2	-1	0	33.3		0	0	0	66.7	2	0	122	0	10.9	28.5	50.7		27.6	0	0	0	-3	0	0	8	0	1	100	8	0	0	42.4	3	0	25	2	-3	-2	-2	-3	-0.38
Bubba Ogbebor	40340	WR	ARK STATE	4	16	0	66.7		0	0	0	0	0	1	113	0	70.7	62.9	54.4		57.8	0	0	0	7	0	0	23	1	2	91.3	21	0	0	72.9	3	0	95.7	22	11	0	0	5.5	0.52
Daniel Morris	101358	WR	AIR FORCE	9	25	0	33.3	100	1	1	0	0	0	0	101	0	66.7	61	69.6	61.9	54.7	6.7	1	1	10	6.7	1	15	1	1	86.7	13	13.3	2	4.2	3	0	73.3	11	10	1	1	10	0.77
Keanu Hill	102960	WR	BYU	1	11	1	100	100	1	1	1	0	0	3	128	0	74.9	65	87.5		85.9	0	0	0	17	0	0	11	1	3	90.9	10	9.1	1	118.8	3	0	90.9	10	40	7	2.3	13.3	4
Kamari Pleasant	40696	HB	WASHINGTON	10	4.3	0	66.7	100	1	1	0	33.3	1	1	340	0	31.6	75.7	56.8	70.3	46.2	0	0	0	18	23.8	10	42	0	2	76.2	32	0	0	93.8	3	0	2.4	1	26	16	8	13	0.81
